,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,type
PLG,0.0,0.0,0.0,0.0,0.0,0.0,0.11772506,0.0,0.0,0.003438066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017140368,0.0,0.0,0.0,0.0857618,0.0,0.0,0.0,0.0,0.0,0.284633,0.22154191,0.0,0.39927328,0.30246484,0.20534594,0.0,0.25578937,0.0,0.0,0.21820381,0.123230346,0.0,0.30350566,0.0,0.0,0.0,0.34267104,0.2315032,0.1800204,0.0,0.21316855,0.18230645,0.017894052,0.22923481,0.0,0.0,0.0,0.0,0
PLIN1,0.0,0.0,0.0627787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027528407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33862105,0.2964725,0.0,0.30736136,0.2553448,0.1743147,0.0,0.27461246,0.0,0.0,0.21660437,0.20650548,0.0,0.20288655,0.0,0.0,0.0,0.20986655,0.08025821,0.057588696,0.0,0.37918395,0.26047733,0.018790469,0.36160368,0.0,0.0022805284,0.0,0.0,0
PLIN2,0.3000545,0.0,0.19957861,0.0,0.0,0.0,0.14528906,0.0,0.0,0.0,0.0,0.15132888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11511826,0.0,0.13249294,0.0,0.16377896,0.0,0.14860924,0.0,0.21010797,0.0,0.013202935,0.033910353,0.0,0.0,0.0,0.0,0.3336332,0.31133643,0.0,0.2665066,0.29099804,0.25352523,0.0,0.17265175,0.0,0.0,0.0,0.1090893,0.0,0.2831176,0.0,0.0,0.0,0.11479705,0.0,0.06255791,0.0,0.14044605,0.2077767,0.0,0.2662086,0.0,0.0,0.0,0.0,0
PLIN3,0.17089932,0.0,0.10578655,0.0,0.0,0.0,0.057469226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067633875,0.0,0.14141874,0.0,0.0,0.0,0.0,0.0,0.09997672,0.0,0.0,0.0,0.0,0.0,0.35316044,0.29803658,0.0,0.3206711,0.27169257,0.2673052,0.0,0.26186475,0.0,0.0,0.0,0.17293851,0.0,0.2990111,0.0,0.0,0.0,0.2427596,0.0070033036,0.012621006,0.0,0.22992489,0.23941882,0.0,0.32073066,0.0,0.0,0.0,0.0,0
PLK1,0.0,0.0,0.22388165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00775781,0.0,0.0,0.0,0.0,0.0,0.05374557,0.0,0.07083903,0.0,0.0,0.017471049,0.0,0.0,0.0,0.0,0.32243344,0.2657506,0.0,0.3536541,0.31705227,0.13403536,0.0,0.29117072,0.0,0.0,0.06853562,0.1991027,0.0,0.27605587,0.0,0.0,0.0,0.2970101,0.14645712,0.0,0.0,0.2495499,0.2624189,0.0,0.27808207,0.0,0.0,0.0,0.0,0
PLK2,0.015740253,0.0,0.15758218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15876707,0.0,0.0,0.0,0.0065042116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3734652,0.34655723,0.0,0.2761372,0.35022706,0.22199726,0.0,0.23147415,0.0,0.0,0.0,0.16715376,0.0,0.326185,0.0,0.0,0.0,0.17218016,0.0,0.04326925,0.0,0.23788053,0.26597816,0.0,0.30843458,0.0,0.0,0.0,0.0,0
PLK3,0.25293618,0.0,0.22569916,0.051777344,0.0,0.0,0.08267199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047631405,0.0,0.05492961,0.0049676984,0.0907984,0.0,0.09490245,0.0,0.25522774,0.0,0.04335046,0.0,0.0,0.0,0.0,0.0,0.35972297,0.16124307,0.0,0.29910973,0.15389706,0.14703947,0.0,0.3173636,0.0,0.0,0.03842509,0.25337932,0.0,0.15399301,0.0,0.05912116,0.0,0.30225167,0.03568512,0.0,0.0,0.30497685,0.1873711,0.0,0.28541118,0.0,0.0,0.0,0.0,0
PLK4,0.07446513,0.0,0.13746929,0.0,0.0,0.0,0.078467466,0.0,0.0,0.0,0.0,0.12993824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020862095,0.0,0.0,0.18131721,0.0,0.0,0.0,0.07872133,0.0044210632,0.0,0.0,0.0,0.0,0.29517668,0.16268896,0.0,0.42133287,0.35120857,0.1461487,0.0,0.2189678,0.0,0.0,0.21566457,0.13575077,0.0,0.22601481,0.0,0.0,0.0,0.13771622,0.34561172,0.10993619,0.0,0.28285348,0.09770442,0.0,0.27044874,0.0,0.0,0.0,0.0,0
PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36388567,0.3044371,0.0,0.385293,0.31849676,0.22000095,0.0,0.20567901,0.0,0.0,0.10413826,0.1499645,0.0,0.28666195,0.0,0.0,0.0,0.2566825,0.13246487,0.11090897,0.0,0.2797994,0.23594126,0.0,0.2985151,0.0,0.0,0.0,0.0,0
PLOD1,0.3148338,0.0,0.21743041,0.024417657,0.0,0.0,0.19414602,0.0,0.0,0.0,0.0,0.07530176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10337746,0.0,0.072116226,0.0,0.19578233,0.0,0.0972779,0.0,0.12756798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34307373,0.30728957,0.0,0.27100736,0.29323646,0.262155,0.0,0.17500427,0.0,0.0,0.0,0.12581682,0.0,0.28737113,0.0,0.0,0.0,0.12403482,0.0,0.049274392,0.0,0.15056853,0.21538194,0.0,0.27109712,0.0,0.0,0.0,0.0,0
PLOD2,0.27504495,0.0,0.18251474,0.021858254,0.0,0.0,0.19083728,0.0,0.0,0.0,0.0,0.09722389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11597291,0.0,0.07768864,0.0,0.23056689,0.0,0.0793111,0.0,0.13410532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34591088,0.3132697,0.0,0.27914867,0.29639602,0.26089698,0.0,0.17847091,0.0,0.0,0.0,0.11948953,0.0,0.2919728,0.0,0.0,0.0,0.12104169,0.0,0.059000686,0.0,0.14944036,0.2160206,0.0,0.27861723,0.0,0.0,0.0,0.0,0
PLOD3,0.0970995,0.0,0.28196278,0.0,0.0,0.0,0.08848497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04958357,0.0,0.0,0.0,0.20020477,0.0,0.0,0.0,0.08302626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38130027,0.31502342,0.0,0.3091403,0.3123918,0.22407018,0.0,0.2210501,0.0,0.0,0.0,0.11057725,0.0,0.2925152,0.0,0.0,0.0,0.18788624,0.0,0.0,0.0,0.20666395,0.277635,0.0,0.25310802,0.0,0.0,0.0,0.0,0
PLP2,0.20058416,0.0,0.27201468,0.0,0.0,0.0,0.13844438,0.0,0.0,0.0,0.0,0.14428408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07945961,0.0,0.044405803,0.002009394,0.2860269,0.0,0.110885315,0.0,0.17507848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33513224,0.30809444,0.0,0.27033198,0.29064497,0.25845298,0.0,0.17405768,0.0,0.0,0.0,0.1177765,0.0,0.28244048,0.0,0.0,0.0,0.1189518,0.0,0.05727519,0.0,0.14855562,0.20977958,0.0,0.27148882,0.0,0.0,0.0,0.0,0
PLRG1,0.15536155,0.0,0.13299598,0.027382415,0.0,0.0,0.10855757,0.0,0.0,0.0,0.0,0.01384361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009443021,0.0,0.0,0.0,0.08401892,0.0,0.059387993,0.0,0.1614993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38940674,0.3056419,0.0,0.34282,0.31550717,0.19358456,0.0,0.2445835,0.0,0.0,0.0,0.21429197,0.0,0.24786264,0.0,0.0,0.0,0.209605,0.016400054,0.007777004,0.0,0.2497963,0.21388143,0.0,0.299176,0.0,0.0,0.0,0.0,0
PLS1,0.23131628,0.0,0.28332463,0.0,0.0,0.0,0.1660929,0.0,0.0,0.0,0.0,0.1327973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09227116,0.0,0.04497437,0.0,0.2777162,0.0,0.09600536,0.0,0.079759836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34246823,0.30585828,0.0,0.26979303,0.28829345,0.2568729,0.0,0.17255136,0.0,0.0,0.0,0.12802945,0.0,0.28443688,0.0,0.0,0.0,0.12505639,0.0,0.04572632,0.0,0.14965121,0.21347162,0.0,0.26883462,0.0,0.0,0.0,0.0,0
PLS3,0.2202552,0.0,0.22231266,0.05147233,0.0,0.0,0.25187838,0.0,0.0,0.0,0.0,0.1379567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057658315,0.0,0.20696676,0.0,0.10340593,0.0,0.24105962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33855057,0.30513474,0.0,0.26361862,0.29037333,0.26035228,0.0,0.16976263,0.0,0.0,0.0,0.112237185,0.0,0.2859672,0.0,0.0,0.0,0.10690021,0.0,0.061456416,0.0,0.14236295,0.20834579,0.0,0.26568076,0.0,0.0,0.0,0.0,0
PLSCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.045071367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010691136,0.0,0.020199234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32604346,0.27440527,0.0,0.35421607,0.2911499,0.2330753,0.0,0.3216195,0.0,0.0,0.12096881,0.13419843,0.0,0.27796447,0.0,0.0,0.0,0.2888799,0.13744166,0.13961044,0.0,0.30099276,0.24814326,0.0,0.25284708,0.0,0.0,0.0,0.0,0
PLSCR3,0.0009781845,0.0,0.1941538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005270816,0.0,0.045772817,0.0,0.0,0.0,0.06927196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3817841,0.318815,0.0,0.31972224,0.3324757,0.23023704,0.0,0.22003809,0.0,0.0,0.0,0.17720428,0.0,0.31977317,0.0,0.0021522194,0.0,0.23703265,0.0033931406,0.05539926,0.0,0.23149493,0.2832252,0.0,0.25901097,0.0,0.0,0.0,0.0,0
PLXDC2,0.22294612,0.0,0.17863299,0.0,0.0,0.0,0.1415363,0.0,0.0,0.0,0.0,0.20462482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10508427,0.0,0.10350948,0.01698746,0.31165063,0.0,0.18391857,0.0,0.13178684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33276764,0.3059916,0.0,0.261594,0.287959,0.261392,0.0,0.16408718,0.0,0.0,0.0,0.1057492,0.0,0.27990356,0.0,0.0,0.0,0.10276769,0.0,0.07147399,0.0,0.13745569,0.20101923,0.0,0.26579553,0.0,0.0,0.0,0.0,0
PLXNA1,0.35291654,0.0,0.20082834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055824038,0.0,0.0,0.0,0.05896707,0.0,0.0,0.0,0.035967067,0.0,0.04112224,0.0646353,0.0,0.0,0.058098014,0.018287694,0.0,0.0,0.0,0.15655027,0.0,0.0,0.0,0.0027148381,0.36776528,0.25171974,0.0,0.29597393,0.29535216,0.26383492,0.0,0.2105206,0.0,0.0,0.0,0.2036874,0.0,0.27380824,0.0,0.0,0.0,0.12421516,0.05688161,0.06801362,0.0,0.17244902,0.20241939,0.0,0.3087049,0.0,0.0,0.0,0.0,0
PLXNB1,0.14066091,0.0,0.34818232,0.0,0.0,0.0,0.22629775,0.0,0.0,0.0,0.0,0.17941235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010757786,0.0,0.0,0.0,0.0,0.0,0.04219832,0.044216424,0.0,0.0,0.025046283,0.06821212,0.0,0.0,0.0,0.0,0.37207818,0.22289285,0.0,0.31657907,0.25395206,0.1139426,0.0,0.25495714,0.0,0.0,0.09026049,0.18083338,0.0,0.22515164,0.0,0.0,0.0,0.19685727,0.15829079,0.0,0.0,0.27002257,0.24075118,0.0,0.22227445,0.0,0.0,0.0,0.0,0
PLXNB2,0.38144505,0.0,0.30982658,0.0,0.0,0.0,0.14951847,0.0,0.0,0.0,0.0,0.05033793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055053703,0.0,0.10581578,0.0,0.07939953,0.0,0.0,0.0,0.05046351,0.0,0.055625904,0.050310824,0.0,0.0,0.0,0.0,0.31817758,0.28776464,0.0,0.2818652,0.2846326,0.2263145,0.0,0.19992821,0.0,0.0,0.0,0.09064431,0.0,0.28448448,0.0,0.0,0.0,0.11505407,0.0,0.066072814,0.0,0.18362597,0.2341852,0.0,0.27185008,0.0,0.0,0.0,0.0,0
PLXNB3,0.0,0.0,0.0667855,0.0,0.0,0.0,0.09223874,0.0,0.0,0.0,0.0,0.17906459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044994902,0.03446176,0.0,0.004492455,0.0,0.10699556,0.0,0.22035165,0.0,0.0,0.0011967588,0.0,0.0,0.3143232,0.27521738,0.0,0.32981473,0.30245993,0.1916631,0.0,0.26275283,0.0,0.0,0.18434376,0.06105881,0.0,0.30421388,0.0,0.0,0.0,0.12090295,0.13258712,0.07206266,0.0,0.26017904,0.29508045,0.0,0.2978946,0.0,0.0,0.0,0.0,0
PM20D2,0.20040956,0.0,0.24423012,0.0,0.0,0.0,0.14928181,0.0,0.0,0.0,0.0,0.19465157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12836824,0.0,0.06359477,0.0,0.13012268,0.0,0.12641639,0.0,0.08894701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35331124,0.32134524,0.0,0.28157333,0.30327433,0.2695335,0.0,0.17862797,0.0,0.0,0.0,0.125057,0.0,0.29561052,0.0,0.0,0.0,0.1183994,0.0,0.06324344,0.0,0.15491655,0.21880522,0.0,0.28607944,0.0,0.0,0.0,0.0,0
PMAIP1,0.0,0.0,0.06234013,0.0,0.0056259227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01335599,0.0,0.03917765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28310096,0.3441163,0.0,0.34434912,0.42322728,0.080017194,0.0,0.2838064,0.0,0.0,0.0,0.1877206,0.0,0.26850703,0.0,0.0,0.0,0.26917872,0.12176904,0.0,0.0,0.18437138,0.30496117,0.0,0.29924238,0.0,0.0,0.0,0.0,0
PMEPA1,0.22018556,0.0,0.15477452,0.0,0.0,0.0,0.16194782,0.0,0.0,0.0,0.0,0.085948534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014642614,0.0,0.09328001,0.0,0.2573867,0.0,0.065839574,0.0,0.21486562,0.0,0.012170944,0.0,0.0,0.0,0.0,0.0,0.35033518,0.3259116,0.0,0.27684897,0.302882,0.26688078,0.0,0.17735998,0.0,0.0,0.0,0.1162701,0.0,0.294806,0.0,0.0,0.0,0.118444204,0.0,0.069458626,0.0,0.14653812,0.21596049,0.0,0.28411633,0.0,0.0,0.0,0.0,0
PMF1,0.11351847,0.0,0.2163384,0.0,0.0,0.0,0.030321416,0.0,0.0,0.0,0.0,0.10893679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014961613,0.0,0.0,0.0,0.13399684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34511906,0.3107325,0.0,0.32243836,0.32863316,0.14175847,0.0,0.22780453,0.0,0.0,0.06322355,0.18939394,0.0,0.25609642,0.0,0.0,0.0,0.2707254,0.13225189,0.02476658,0.0,0.26374844,0.20648672,0.0,0.31764758,0.0,0.0,0.0,0.0,0
PMF1-BGLAP,0.30167425,0.0,0.2692631,0.0,0.0,0.0,0.121565506,0.0,0.0,0.0,0.0,0.10072763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1364366,0.0,0.079394735,0.026662907,0.27689707,0.0,0.0840096,0.0,0.071519166,0.0,0.021475114,0.0,0.0,0.0,0.0,0.0,0.3310229,0.30830964,0.0,0.26832622,0.2875796,0.2528686,0.0,0.17275922,0.0,0.0,0.0,0.10817102,0.0,0.28146532,0.0,0.0,0.0,0.11431205,0.0,0.06409354,0.0,0.14210188,0.2046712,0.0,0.27079183,0.0,0.0,0.0,0.0,0
PML_gm,0.0,0.0,0.0,0.0,0.011618067,0.0,0.06215195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055393357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094874755,0.003997516,0.0,0.0,0.005761221,0.036534034,0.0,0.14613838,0.0,0.0,0.0,0.27166638,0.29304063,0.0771986,0.29665965,0.30345082,0.21931925,0.0,0.15728761,0.0,0.0,0.21658698,0.081383884,0.0,0.27086377,0.0,0.08185801,0.0,0.18125637,0.19374567,0.3965579,0.0,0.28702906,0.15333793,0.09273116,0.25297177,0.0,0.053711396,0.0,0.0,2
PML_k,0.19054483,0.0,0.16457815,0.0,0.0,0.0,0.0,0.0,0.0,0.1011659,0.0,0.23684274,0.016108725,0.0,0.0,0.0,0.0,0.0,0.13232908,0.21126407,0.0,0.022687158,0.088311575,0.0,0.0,0.22300558,0.0,0.0,0.0,0.31498557,0.0,0.0,0.0,0.0,0.0,0.2651779,0.19175479,0.021394605,0.24484393,0.1713618,0.31108046,0.064612284,0.29600942,0.0,0.0,0.19224855,0.14449145,0.0,0.14077209,0.0,0.09897534,0.0,0.06339617,0.31759885,0.04626555,0.0,0.096658126,0.14007305,0.03875967,0.19283053,0.0056955074,0.0,0.055004362,0.0,1
PMM1,0.0,0.0,0.1845318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3830512,0.3556823,0.0,0.31921718,0.31384286,0.20099796,0.0,0.22161517,0.0,0.0,0.0,0.15403631,0.0,0.3134009,0.0,0.0017102432,0.0,0.19623844,0.0,0.0,0.0,0.24311912,0.27240986,0.0,0.30822185,0.0,0.0,0.0,0.008193517,0
PMM2,0.03912543,0.0,0.0842069,0.0,0.0,0.0,0.01028796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14535537,0.0,0.0,0.0,0.11345377,0.0,0.028531492,0.0,0.0,0.072917305,0.018968744,0.0,0.0,0.0,0.0,0.0,0.3875235,0.36006087,0.0,0.3030153,0.2954732,0.31512818,0.0,0.21046518,0.0,0.0,0.0,0.17911519,0.0,0.2923856,0.03105829,0.018903797,0.0,0.100329086,0.0,0.11810962,0.0,0.15405422,0.27861696,0.0,0.322444,0.0,0.0,0.0,0.0,0
PMPCA,0.20064157,0.0,0.25628093,0.012333772,0.0,0.0,0.124470435,0.0,0.0,0.0,0.0,0.0037677176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109052666,0.0,0.05225622,0.0,0.20390892,0.0,0.15302865,0.0,0.2005843,0.0,0.05427901,0.0,0.0,0.0,0.0,0.0,0.35032505,0.3149561,0.0,0.27283597,0.29500094,0.26525095,0.0,0.17881782,0.0,0.0,0.0,0.12537763,0.0,0.29441345,0.0,0.0,0.0,0.11974621,0.0,0.058298018,0.0,0.15252745,0.22179645,0.0,0.27800152,0.0,0.0,0.0,0.0,0
PMPCB,0.17765558,0.0,0.2766048,0.050209694,0.0,0.0,0.18052265,0.0,0.0,0.0,0.0,0.11743715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1132704,0.0,0.052676436,0.0,0.26864237,0.0,0.095295615,0.0,0.12543629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33710957,0.30987382,0.0,0.27885392,0.2944816,0.2524976,0.0,0.18217255,0.0,0.0,0.0,0.12409914,0.0,0.28300607,0.0,0.0,0.0,0.1269719,0.0,0.05485188,0.0,0.15180022,0.21220316,0.0,0.2768671,0.0,0.0,0.0,0.0,0
PMS1,0.0,0.0,0.07167354,0.0,0.0,0.0,0.023411006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10270719,0.0,0.004633791,0.0,0.025464473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32433686,0.3231694,0.0,0.333287,0.35067698,0.30655798,0.0,0.2529933,0.0,0.0,0.03768753,0.054966893,0.0,0.33995366,0.0,0.0,0.0,0.1641377,0.0045347353,0.189664,0.0,0.21614507,0.2572881,0.0,0.29251495,0.0,0.0,0.0,0.0,0
PMS2,0.0,0.0,0.20394158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31332287,0.24588296,0.0,0.3693967,0.31739542,0.22060166,0.0,0.31263164,0.0,0.0,0.13750069,0.09845012,0.0,0.33100793,0.0,0.0,0.0,0.24801235,0.10315104,0.09923376,0.0,0.2498542,0.26571578,0.0,0.25097027,0.0,0.0,0.0,0.0,0
PMVK,0.2629619,0.0,0.27378243,0.0,0.0,0.0,0.15663719,0.0,0.0,0.0,0.0,0.19351113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026174765,0.0,0.08876243,0.01695213,0.23538007,0.0,0.07452708,0.0,0.10564991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33779526,0.30941752,0.0,0.26873663,0.29178724,0.25566906,0.0,0.17096187,0.0,0.0,0.0,0.12045607,0.0,0.28193003,0.0,0.0,0.0,0.11605857,0.0,0.05973951,0.0,0.14669523,0.21190803,0.0,0.27145073,0.0,0.0,0.0,0.0,0
PNKD,0.02416928,0.0,0.20932673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07337674,0.0,0.0,0.0,0.14355154,0.0,0.0,0.0,0.027552107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369747,0.40218708,0.0,0.2708801,0.2745414,0.2184563,0.0,0.1983585,0.0,0.0,0.0,0.115016915,0.0,0.2698593,0.0,0.06298542,0.0,0.15982518,0.0,0.0,0.0,0.25822008,0.2757564,0.0,0.36915964,0.0,0.0,0.0,0.0,0
PNKP,0.0,0.0,0.003254908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028454736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025551,0.24677707,0.0,0.33283913,0.2770312,0.20173784,0.0,0.29171476,0.0,0.0,0.16216387,0.19148749,0.0,0.26862326,0.0,0.0,0.0,0.27565807,0.15252268,0.04037597,0.0,0.2855164,0.26633337,0.0,0.27285433,0.0,0.0,0.0,0.0,0
PNMA1,0.004623637,0.0,0.13028792,0.0,0.0,0.0,0.110283844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22568378,0.0,0.3904721,0.0,0.0,0.0,0.41635785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39211175,0.21134649,0.0,0.29675868,0.26348588,0.22121774,0.0,0.1295445,0.0,0.0,0.0,0.18023892,0.0,0.17681447,0.0,0.017649513,0.0,0.11471493,0.0,0.100343294,0.0,0.17752708,0.11423196,0.0,0.20150228,0.0,0.0,0.0,0.0,0
PNMA2,0.32189056,0.0,0.27925676,0.00090282573,0.0,0.0,0.16049074,0.0,0.0,0.0,0.0,0.13204762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10114858,0.0,0.096956,0.0,0.23306248,0.0,0.04453496,0.0,0.19373816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32900435,0.2961588,0.0,0.26195195,0.28063002,0.24672018,0.0,0.1641217,0.0,0.0,0.0,0.11462575,0.0,0.27064726,0.0,0.0,0.0,0.10750009,0.0,0.057207566,0.0,0.13899495,0.20086198,0.0,0.26405358,0.0,0.0,0.0,0.0,0
PNMA6A,0.3287004,0.0,0.006697852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22886814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19387013,0.19393073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31345677,0.22265245,0.0,0.3267318,0.19977015,0.18057145,0.0,0.2568685,0.0,0.0,0.0,0.103043035,0.0,0.23517069,0.0,0.029686714,0.047096413,0.31040227,0.0171402,0.07580323,0.0,0.27363747,0.2641578,0.0,0.2349223,0.0,0.0,0.0,0.0,0
PNMAL1,0.15520155,0.0,0.29239842,0.0,0.0,0.0,0.19606979,0.0,0.0,0.0,0.0,0.16224633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11637542,0.0,0.057367988,0.0,0.16651659,0.0,0.12408026,0.0,0.15190756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3453977,0.3200123,0.0,0.26980156,0.29792956,0.2674308,0.0,0.17679052,0.0,0.0,0.0,0.11001227,0.0,0.2941717,0.0,0.0,0.0,0.11262162,0.0,0.06980669,0.0,0.14049621,0.21350127,0.0,0.27397034,0.0,0.0,0.0,0.0,0
PNN,0.14299418,0.0,0.032967333,0.0,0.0,0.0,0.062256146,0.0,0.0,0.0,0.0,0.2006316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053330563,0.0,0.0,0.0,0.0,0.0,0.060212333,0.0,0.25456524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38468,0.3218002,0.0,0.3239137,0.2990868,0.21655159,0.0,0.22397207,0.0,0.0,0.0,0.17663755,0.0,0.23627095,0.0,0.0,0.0,0.16324219,0.0,0.037645373,0.0,0.19939116,0.25400499,0.0,0.31738502,0.0,0.0,0.0,0.0,0
PNO1,0.2124227,0.0,0.28783622,0.0,0.0,0.0,0.15314496,0.0,0.0,0.0,0.0,0.095232174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10402667,0.0,0.08348181,0.051421084,0.2170137,0.0,0.110201895,0.0,0.14246677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34164107,0.31867725,0.0,0.27361715,0.29379734,0.2636018,0.0,0.17795368,0.0,0.0,0.0,0.11281114,0.0,0.29138836,0.0,0.0,0.0,0.12000773,0.0,0.06798732,0.0,0.14614388,0.20856386,0.0,0.2782232,0.0,0.0,0.0,0.0,0
