,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,type
AP1S1,0.29503706,0.0,0.21995519,0.0,0.0,0.0,0.13906018,0.0,0.0,0.0,0.0,0.034009226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12770241,0.0,0.0,0.0,0.23939124,0.0,0.08845761,0.0,0.14775188,0.0,0.07010778,0.0,0.0,0.0,0.0,0.0,0.3446326,0.26528117,0.0,0.2851514,0.25067604,0.2849023,0.0,0.18138921,0.0,0.0,0.0,0.12009293,0.0,0.30732107,0.0,0.0,0.0,0.13839011,0.0,0.14587654,0.0,0.18499674,0.21224163,0.0,0.24485566,0.0,0.0,0.0,0.0,0
AP1S2,0.26280144,0.0,0.20562713,0.06296553,0.0,0.0,0.114269294,0.0,0.0,0.0,0.0,0.078881204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094933845,0.0,0.022811966,0.0,0.0,0.0,0.0,0.0,0.15690264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3596995,0.33287337,0.0,0.2933346,0.3202028,0.24459243,0.0,0.19908842,0.0,0.0,0.0,0.13008414,0.0,0.26881832,0.0,0.0,0.0,0.1624034,0.0,0.095334455,0.0,0.19866227,0.24550158,0.0,0.2804386,0.0,0.0,0.0,0.0,0
AP2A1,0.22431237,0.0,0.20417932,0.0,0.0,0.0,0.06845672,0.0,0.0,0.0,0.0,0.0467026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725147,0.0,0.08733151,0.0,0.06067219,0.0,0.119210236,0.0,0.10567406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3560744,0.24695766,0.0,0.3202421,0.25580165,0.25698072,0.0,0.2561483,0.0,0.0,0.11181431,0.19231236,0.0,0.2743425,0.0,0.0,0.00010371883,0.22313654,0.0,0.07926868,0.0,0.27783963,0.17417651,0.0,0.28880662,0.0,0.0,0.0,0.0,0
AP2A2,0.0035816084,0.0,0.1930164,0.0,0.0,0.0,0.08496366,0.0,0.0,0.0,0.0,0.005839881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18779671,0.0,0.0,0.0,0.027766163,0.0,0.013301954,0.0,0.20657718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3433196,0.22411673,0.0,0.32865626,0.23663303,0.22392513,0.0,0.29251298,0.0,0.0,0.12814671,0.15454243,0.0,0.29296058,0.0,0.0,0.0,0.24820116,0.072031006,0.08600516,0.0,0.27875218,0.26365274,0.0,0.24746847,0.0,0.0,0.0,0.0,0
AP2B1,0.0,0.0,0.016247444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04731687,0.0,0.0,0.0,0.008220318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37859267,0.2703861,0.0,0.34941867,0.29221827,0.1863133,0.0,0.3112229,0.0,0.0,0.084883876,0.17584908,0.0,0.28684092,0.0,0.0,0.0,0.24331558,0.064132854,0.032727774,0.0,0.3196082,0.28410006,0.0,0.2725371,0.0,0.0,0.0,0.0,0
AP2M1,0.0,0.0,0.0,0.00087598007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40437448,0.2775837,0.0,0.35206148,0.26373488,0.3146164,0.0,0.2529861,0.0,0.0,0.06498277,0.15456282,0.0,0.30888304,0.0,0.0,0.0,0.19453782,0.0,0.09015408,0.0,0.281783,0.25483307,0.0,0.29850203,0.0,0.0,0.0,0.0,0
AP2S1,0.31882542,0.0,0.26064444,0.0,0.0,0.0,0.20872183,0.0,0.0,0.0,0.0,0.068774246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10286658,0.0,0.014065121,0.0,0.23321839,0.0,0.10869267,0.0,0.23685507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32440126,0.29618663,0.0,0.2539392,0.27687076,0.2530711,0.0,0.16051696,0.0,0.0,0.0,0.10707291,0.0,0.27195084,0.0,0.0,0.0,0.10790897,0.0,0.061370574,0.0,0.13712482,0.1979616,0.0,0.257478,0.0,0.0,0.0,0.0,0
AP3B1,0.29424292,0.0,0.2160155,0.0,0.0,0.0,0.2115007,0.0,0.0,0.0,0.0,0.11068023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12031631,0.0,0.05989459,0.0,0.15868725,0.0,0.09770289,0.0,0.17277683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346451,0.3131476,0.0,0.26808932,0.29510018,0.26608354,0.0,0.16551341,0.0,0.0,0.0,0.111931056,0.0,0.2902101,0.0,0.0,0.0,0.10676663,0.0,0.06719874,0.0,0.14405529,0.20969112,0.0,0.27295524,0.0,0.0,0.0,0.0,0
AP3D1,0.26447558,0.0,0.18760377,0.04373441,0.0,0.0,0.16829419,0.0,0.0,0.0,0.0,0.009141417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11069082,0.0,0.07393162,0.0,0.20856962,0.0,0.10286246,0.0,0.13873519,0.0,0.045634266,0.06316848,0.0,0.0,0.0,0.0,0.3484531,0.31485212,0.0,0.2823927,0.2953637,0.25872102,0.0,0.18891181,0.0,0.0,0.0,0.13170944,0.0,0.29273126,0.0,0.0,0.0,0.1379094,0.0,0.047034115,0.0,0.15713894,0.22245449,0.0,0.28072757,0.0,0.0,0.0,0.0,0
AP3M1,0.31465453,0.0,0.34439942,0.017731763,0.0,0.0,0.07922977,0.0,0.0,0.0,0.0,0.13918272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19030826,0.0,0.049964808,0.0,0.2243037,0.0,0.0,0.0,0.1290772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233073,0.2917595,0.0,0.2598506,0.2764594,0.24189965,0.0,0.16724616,0.0,0.0,0.0,0.11826897,0.0,0.26928338,0.0,0.0,0.0,0.11700889,0.0,0.050227985,0.0,0.14003697,0.2024183,0.0,0.25950435,0.0,0.0,0.0,0.0,0
AP3M2,0.2803681,0.0,0.20760208,0.0,0.0,0.0,0.1415443,0.0,0.0,0.0,0.0,0.08749687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010616553,0.0,0.053310476,0.0,0.31169513,0.0,0.07618952,0.0,0.35459518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3170514,0.28871867,0.0,0.24871916,0.27144825,0.24307574,0.0,0.15785202,0.0,0.0,0.0,0.1052847,0.0,0.2657115,0.0,0.0,0.0,0.10252359,0.0,0.06056242,0.0,0.13212602,0.19528733,0.0,0.2531092,0.0,0.0,0.0,0.0,0
AP3S1,0.32421753,0.0,0.2567452,0.045604963,0.0,0.0,0.20568898,0.0,0.0,0.0,0.0,0.066119336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14037424,0.0,0.068352304,0.0,0.21424262,0.0,0.12690188,0.0,0.16333954,0.0,0.0,0.1000567,0.0,0.0,0.0,0.013016456,0.32885593,0.30591762,0.0,0.24932809,0.28364787,0.2629685,0.0,0.15421163,0.0007247761,0.0,0.0,0.08685759,0.0,0.27834025,0.0,0.0,0.0,0.08577993,0.0,0.08668001,0.0,0.12666897,0.19608298,0.0,0.25549066,0.0,0.0,0.0,0.0043398696,0
AP3S2,0.25423175,0.0,0.21148516,0.038812846,0.0,0.0,0.1744698,0.0,0.0,0.0,0.0,0.1054511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10589108,0.0,0.052191112,0.0,0.16430178,0.0,0.14031883,0.0,0.19349444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35017496,0.31378973,0.0,0.2778584,0.29493412,0.25984755,0.0,0.17444138,0.0,0.0,0.0,0.12467995,0.0,0.2898095,0.0,0.0,0.0,0.12287472,0.0,0.055872645,0.0,0.15176299,0.21680987,0.0,0.2801625,0.0,0.0,0.0,0.0,0
AP4B1,0.402574,0.0,0.19258103,0.0,0.0,0.0,0.12725896,0.0,0.0,0.0,0.0,0.15564018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09896664,0.0,0.009461641,0.0,0.13637488,0.0,0.053067066,0.0,0.14996707,0.0,0.0,0.0,0.0,0.0,0.0,0.011138991,0.35760882,0.30922168,0.0,0.26142445,0.27733225,0.27631363,0.0,0.14496079,0.0,0.0,0.0,0.07201226,0.0,0.29446155,0.0,0.0,0.0,0.07976789,0.0,0.112506054,0.0013666681,0.15458779,0.19195479,0.0,0.26214918,0.0,0.0,0.0,0.0035702174,0
AP4E1,0.0,0.0,0.0,0.0,0.0,0.0,0.061006367,0.0,0.0,0.0,0.0,0.06683192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094564684,0.0,0.10840284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3466338,0.24849056,0.0,0.35925493,0.21490446,0.16890606,0.0,0.23337044,0.0,0.0,0.06494865,0.2716731,0.0,0.28980714,0.0,0.0,0.0,0.27970743,0.17482707,0.0,0.0,0.27979425,0.24563767,0.09948214,0.33413118,0.0,0.0,0.0,0.0,0
AP4M1,0.27595112,0.0,0.23454168,0.05950643,0.0,0.0,0.20041806,0.0,0.0,0.0,0.0,0.06862761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10680545,0.0,0.08890574,0.0,0.17046316,0.0,0.15214813,0.0,0.15691516,0.0,0.0,0.06340625,0.0,0.0,0.0,0.0,0.33816147,0.31355137,0.0,0.26900616,0.29194403,0.26348662,0.0,0.17200044,0.0,0.0,0.0,0.11073808,0.0,0.28794593,0.0,0.0,0.0,0.11451273,0.0,0.0663854,0.0,0.1457159,0.20929694,0.0,0.27065682,0.0,0.0,0.0,0.0,0
AP4S1,0.23797607,0.0,0.20766613,0.042556476,0.0,0.0,0.15326318,0.0,0.0,0.0,0.0,0.078980945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15439604,0.0,0.0066263834,0.0,0.18010753,0.0,0.114453696,0.0,0.16136493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34924445,0.31749132,0.0,0.28345406,0.29774714,0.26558486,0.0,0.18397349,0.0,0.0,0.0,0.13092005,0.0,0.29260513,0.0,0.0,0.0,0.13304918,0.0,0.050911948,0.0,0.15820122,0.22206123,0.0,0.28231207,0.0,0.0,0.0,0.0,0
APAF1,0.08626589,0.0,0.067598395,0.0,0.0,0.0,0.122729085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04505226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3758813,0.33525282,0.0,0.32397053,0.33631453,0.1553003,0.0,0.26116157,0.0,0.0,0.0,0.15990534,0.0,0.28057644,0.0,0.0,0.0,0.23968935,0.06393785,0.0,0.0,0.25485778,0.26691523,0.0,0.3237271,0.0,0.0,0.0,0.0,0
APBA1,0.25592333,0.0,0.11674665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11505709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07758331,0.0,0.0641661,0.0,0.0,0.0,0.033968966,0.0,0.06389506,0.0,0.0,0.0,0.0,0.0,0.26193374,0.31808227,0.0,0.28819552,0.28668025,0.14177963,0.0,0.2720527,0.0,0.0,0.09120473,0.10069682,0.0,0.3300289,0.0,0.0,0.0,0.22478896,0.16450632,0.113421775,0.0,0.21316443,0.34804672,0.0,0.2805542,0.0,0.0,0.0,0.0,0
APBA2,0.07597037,0.0,0.0,0.15739901,0.0,0.0,0.2730087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060515497,0.0,0.09998121,0.0,0.15240316,0.0,0.0,0.033049084,0.0,0.0,0.0,0.0,0.28269982,0.26537988,0.0,0.31963003,0.31597722,0.15063696,0.0,0.2509947,0.0,0.0,0.12234749,0.15755191,0.0,0.32308087,0.0,0.0,0.0,0.22825694,0.1734156,0.109757565,0.0,0.21491735,0.2764635,0.0,0.24059772,0.0,0.0,0.0,0.0,0
APBA3,0.40188304,0.0,0.2786943,0.0,0.0,0.0,0.19577055,0.0,0.0,0.0,0.0,0.15423939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148815,0.0,0.0,0.0,0.16639067,0.0,0.16957887,0.0,0.17973313,0.0,0.070666924,0.12479924,0.0,0.0,0.0,0.0,0.18917449,0.27929258,0.0,0.21475898,0.24843109,0.08701409,0.0,0.19953015,0.0,0.0,0.087394215,0.02303365,0.0,0.29262963,0.0,0.0,0.0,0.13396041,0.11109318,0.13309258,0.0,0.14766291,0.28173018,0.0,0.23505388,0.0,0.0,0.0,0.0,0
APBB1,0.042727634,0.0,0.071732424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13843197,0.0,0.0,0.0,0.0,0.0,0.059014123,0.0,0.0,0.0,0.0,0.0,0.35943162,0.29863787,0.0,0.32283154,0.28159958,0.22713043,0.0,0.27906415,0.0,0.0,0.013755212,0.18252295,0.0,0.30053404,0.0,0.0,0.0,0.21806301,0.07306578,0.0,0.0,0.27503565,0.2547924,0.0,0.3489199,0.0,0.0,0.0,0.0,0
APBB2,0.30367023,0.0,0.24077563,0.03896801,0.0,0.0,0.19911084,0.0,0.0,0.0,0.0,0.02878185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116518624,0.0,0.047582116,0.0,0.21790743,0.0,0.09969879,0.0,0.20364672,0.0,0.0,0.06428456,0.0,0.0,0.0,0.0,0.32966828,0.30234343,0.0,0.26953465,0.28495318,0.24903138,0.0,0.17241691,0.0,0.0,0.0,0.1173007,0.0,0.27632546,0.0,0.0,0.0,0.12214957,0.0,0.05320829,0.0,0.14625321,0.20519486,0.0,0.26815087,0.0,0.0,0.0,0.0,0
APBB3,0.42227,0.0,0.20266484,0.13258605,0.0,0.0,0.2784351,0.0,0.0,0.0,0.0,0.10212568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14077763,0.0,0.02245711,0.0,0.030529313,0.0,0.19941251,0.032485664,0.28584462,0.0,0.008467793,0.17840396,0.0,0.0,0.0,0.0,0.18214162,0.25642556,0.0,0.20270255,0.22882758,0.07961549,0.0,0.18827644,0.0,0.0,0.07935656,0.03863391,0.0,0.2690088,0.0,0.0,0.0,0.1356667,0.12037516,0.11129193,0.0,0.14464661,0.26113868,0.0,0.2251179,0.0,0.0,0.0,0.0,0
APC,0.0,0.0,0.0,0.0,0.0,0.0,0.054561067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33784565,0.2642475,0.0,0.34656915,0.31390905,0.16822414,0.0,0.32181153,0.0,0.0,0.13822009,0.17189409,0.0,0.25041157,0.0,0.0,0.0,0.28179818,0.15280494,0.029008517,0.0,0.3000707,0.28455576,0.0,0.27671602,0.0,0.0,0.0,0.0,0
APC2,0.21233065,0.0,0.088873796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083505526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13936199,0.059574157,0.17113006,0.0,0.0,0.0,0.15587449,0.0,0.19311813,0.0,0.0,0.0,0.0,0.0,0.32857084,0.18538792,0.0,0.3287871,0.20670235,0.17348534,0.0,0.25770468,0.0,0.0,0.26526636,0.15847977,0.0,0.22719157,0.0,0.0,0.035900444,0.25415832,0.18916668,0.0074386117,0.0,0.2764687,0.122808814,0.077843614,0.3002226,0.0,0.0,0.0,0.0,0
APEH,0.0,0.0,0.0,0.0,0.0,0.0,0.034978244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05531065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3721348,0.31810343,0.0,0.34360513,0.31012252,0.15749961,0.0,0.23477505,0.0,0.0,0.06397875,0.17898284,0.0,0.30820712,0.0,0.0,0.0,0.25395438,0.13075672,0.036354404,0.0,0.2637233,0.29121444,0.0,0.30576122,0.0,0.0,0.0,0.0,0
APEX1,0.08434128,0.0,0.18055375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031099373,0.0,0.0,0.0,0.114231475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4087289,0.24935026,0.0,0.3212646,0.24734993,0.25761217,0.0,0.26525855,0.0,0.0,0.10567197,0.19861111,0.0,0.2929603,0.0,0.0,0.0,0.25922439,0.11677591,0.054085948,0.0,0.23307618,0.23702574,0.0,0.2919134,0.0,0.0,0.0,0.0,0
APEX2,0.2892624,0.0,0.21184386,0.0,0.0,0.0,0.1312192,0.0,0.0,0.0,0.0,0.10396429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112104766,0.0,0.04570642,0.0,0.27636072,0.0,0.09907447,0.0,0.15137847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33743474,0.30401397,0.0,0.27325907,0.2875991,0.2522366,0.0,0.18236454,0.0,0.0,0.0,0.12756482,0.0,0.28252986,0.0,0.0,0.0,0.13320294,0.0,0.04414198,0.0,0.15277553,0.21601884,0.0,0.27077088,0.0,0.0,0.0,0.0,0
APH1A,0.12471474,0.0,0.13422015,0.0,0.0,0.0,0.0754205,0.0,0.0,0.0,0.0,0.118365236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09986825,0.0,0.0,0.0,0.056585923,0.014237665,0.0,0.0,0.0,0.0,0.32268623,0.33148915,0.0,0.34211895,0.32514328,0.085597284,0.0,0.25283378,0.0,0.0,0.043368373,0.19463357,0.0,0.23231484,0.0,0.007701705,0.0,0.30126393,0.19047424,0.0,0.0,0.2457253,0.24953529,0.0,0.28608692,0.0,0.0,0.0,0.0,0
APH1B,0.28800112,0.0,0.15830414,0.0,0.0,0.0,0.17589572,0.0,0.0,0.0,0.0,0.051349882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1479467,0.0,0.0718586,0.0,0.2833943,0.0,0.13807817,0.0,0.1649168,0.0,0.056455653,0.007547538,0.0,0.0,0.0,0.0,0.3334239,0.31372347,0.0,0.26337406,0.2871125,0.25863138,0.0,0.16806397,0.0,0.0,0.0,0.1013141,0.0,0.287711,0.0,0.0,0.0,0.11020235,0.0,0.07379172,0.0,0.13988668,0.20321776,0.0,0.27114725,0.0,0.0,0.0,0.0,0
API5,0.4123718,0.0,0.24906291,0.0,0.0,0.0,0.04691332,0.0,0.0,0.0,0.0,0.106536224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12132039,0.0,0.0968532,0.0,0.19625251,0.0,0.11928821,0.0,0.0283589,0.0,0.07492746,0.03097066,0.0,0.0,0.0,0.0,0.33328098,0.29886416,0.0,0.25492215,0.2802477,0.2598828,0.0,0.15799825,0.0,0.0,0.0,0.11131274,0.0,0.27668098,0.0,0.0,0.0,0.104824536,0.0,0.061125137,0.0,0.14238384,0.20397547,0.0,0.26110482,0.0,0.0,0.0,0.0,0
APIP,0.2700779,0.0,0.041827615,0.0,0.0,0.0,0.17027988,0.0,0.0,0.0,0.0,0.023960173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036966316,0.0,0.14112404,0.0,0.112979054,0.0,0.13240908,0.0,0.13018252,0.03669432,0.0,0.0,0.0,0.0,0.34509626,0.31879365,0.0,0.29431614,0.2585781,0.14990605,0.0,0.26700962,0.0,0.0,0.062465947,0.1138951,0.0,0.23559393,0.0,0.0,0.0,0.23984344,0.082907,0.0,0.0,0.27720308,0.21886091,0.0,0.31044477,0.0,0.0,0.0,0.0,0
APITD1,0.33712006,0.0,0.19858268,0.0,0.0,0.0,0.06725411,0.0,0.0,0.0,0.0,0.16935202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14356235,0.0069672456,0.0,0.043794017,0.0,0.09679733,0.0,0.110864915,0.12926404,0.0,0.0,0.0,0.0,0.3229028,0.29725897,0.0,0.25737733,0.24314722,0.06288807,0.0,0.24501505,0.0,0.0,0.057496097,0.12437301,0.0,0.2106655,0.0,0.0,0.0,0.27687183,0.14391492,0.0,0.0,0.25309458,0.22181933,0.0,0.31144896,0.0,0.0,0.0,0.0,0
APLF,0.0,0.0,0.09689977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11181183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31715488,0.2729417,0.0,0.3301672,0.2379331,0.19508612,0.0,0.29373425,0.0,0.0,0.1395644,0.11143307,0.0,0.32701418,0.0,0.0,0.0,0.23578462,0.0,0.1972022,0.0,0.32797542,0.29509646,0.0,0.29171315,0.0,0.0,0.0,0.0,0
APLN,0.31752625,0.0,0.13186665,0.0,0.0,0.0,0.23284426,0.0,0.0,0.0,0.0,0.25670788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16475825,0.0,0.060683683,0.045691058,0.10865045,0.0,0.12490904,0.0,0.15188512,0.0,0.19223437,0.086208574,0.0,0.0,0.0,0.0,0.21273921,0.30583757,0.0,0.26618913,0.3081668,0.04597017,0.0,0.1560442,0.0,0.0,0.020220798,0.06934409,0.0,0.24867068,0.0,0.0,0.0,0.16391695,0.21083555,0.0,0.0,0.21216416,0.2145649,0.0,0.27090096,0.0,0.0,0.0,0.0,0
APLP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37034032,0.25745893,0.0,0.31728294,0.14192787,0.32693538,0.0,0.2591349,0.0,0.0,0.25087386,0.104260445,0.0,0.38091576,0.0023100444,0.0,0.0,0.26049984,0.086208366,0.10963216,0.0,0.19938606,0.2062019,0.0,0.33647853,0.0,0.0,0.0,0.0,0
APLP2,0.16037153,0.0,0.18432884,0.0,0.0,0.0,0.18288508,0.0,0.0,0.0,0.0,0.10129296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062546894,0.0,0.0,0.0,0.21046166,0.0,0.15907341,0.0,0.21207361,0.0,0.007037846,0.0,0.0,0.0,0.0,0.0,0.33535057,0.27404347,0.0,0.27656105,0.21314324,0.2690692,0.0,0.18848483,0.0,0.0,0.093394704,0.119385704,0.0,0.31375203,0.0,0.0,0.0,0.18149754,0.055250578,0.16769533,0.0,0.20474511,0.2424272,0.0,0.27283245,0.0,0.0,0.0,0.0,0
APOA1,0.27981862,0.0,0.08813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16134351,0.0,0.0,0.0,0.0,0.0,0.0,0.033907723,0.22488563,0.0,0.0,0.00459569,0.12891027,0.0,0.0,0.09639602,0.27451688,0.0,0.016706146,0.0,0.0,0.0,0.0,0.0,0.22708052,0.3930203,0.0,0.21094328,0.22432996,0.104706794,0.0,0.19077428,0.0,0.0,0.04948644,0.0,0.0,0.3142418,0.0,0.035000198,0.0,0.24267136,0.24909009,0.019728346,0.0,0.12846498,0.16958039,0.13721848,0.31198734,0.0,0.035014894,0.0,0.0,0
APOA1BP,0.26726457,0.0,0.21085463,0.0,0.0,0.0,0.16904904,0.0,0.0,0.0,0.0,0.08462139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09426629,0.0,0.04737933,0.0,0.21554798,0.0,0.119545884,0.0,0.155164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34365112,0.3210698,0.0,0.27714786,0.29823187,0.2631905,0.0,0.18096451,0.0,0.0,0.0,0.11507297,0.0,0.29163495,0.0,0.0,0.0,0.12134286,0.0,0.06614027,0.0,0.14988852,0.21366902,0.0,0.2791915,0.0,0.0,0.0,0.0,0
APOB,0.0,0.0,0.0,0.02371372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4124126,0.31196702,0.0,0.29226977,0.28251863,0.19786632,0.0,0.2577465,0.0,0.0,0.10923774,0.18772049,0.0,0.31235075,0.0,0.0,0.0,0.27099457,0.10454311,0.06203199,0.0,0.26225975,0.26803634,0.0,0.29602954,0.0,0.0,0.0,0.0,0
APOBEC1,0.14935212,0.0,0.0,0.1082259,0.0,0.0,0.13188663,0.0,0.0,0.0,0.0,0.09358937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06572244,0.0,0.08075523,0.0,0.0,0.0,0.28841922,0.0,0.055369094,0.0,0.0,0.18295196,0.0,0.0,0.0,0.0,0.15920846,0.20615225,0.0,0.39489645,0.25456274,0.16887753,0.0,0.2904215,0.0,0.0,0.2782278,0.0754589,0.0,0.19448303,0.0,0.0,0.0,0.34592932,0.18933676,0.14350644,0.0,0.20559481,0.13738012,0.052857865,0.21576169,0.0,0.01676601,0.0,0.0,0
APOBEC3A,0.33571896,0.0,0.32595742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24308152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24339995,0.0,0.16508223,0.0,0.1279777,0.0,0.0,0.0,0.15418577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31225425,0.2840067,0.0,0.24315433,0.26379886,0.23735727,0.0,0.15767059,0.0,0.0,0.0,0.0981168,0.0,0.26324686,0.0,0.0,0.0,0.10233487,0.0,0.061646856,0.0,0.1304198,0.19143665,0.0,0.24571961,0.0,0.0,0.0,0.0,0
APOBEC3B,0.32340235,0.0,0.26744252,0.0,0.0,0.0,0.12768659,0.0,0.0,0.0,0.0,0.08594905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121470466,0.0,0.06541236,0.0,0.22222096,0.0,0.09589034,0.0,0.17501523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33146116,0.30734554,0.0,0.2653983,0.28680384,0.25521538,0.0,0.17150691,0.0,0.0,0.0,0.10801482,0.0,0.2807724,0.0,0.0,0.0,0.11451657,0.0,0.061491296,0.0,0.13941863,0.20414771,0.0,0.26809263,0.0,0.0,0.0,0.0,0
APOBEC3C,0.34078977,0.0,0.2349343,0.0,0.0,0.0,0.13761121,0.0,0.0,0.0,0.0,0.1180199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14866921,0.0,0.113265045,0.0,0.16286723,0.0,0.096038446,0.0,0.16586807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33419624,0.30362865,0.0,0.26998726,0.28540254,0.25372848,0.0,0.17125684,0.0,0.0,0.0,0.11436813,0.0,0.27900165,0.0,0.0,0.0,0.11839305,0.0,0.061400566,0.0,0.14760625,0.20546284,0.0,0.27012217,0.0,0.0,0.0,0.0,0
